#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3040050.trees ../Simulation/Slim(primary)/trees/r3040051.trees ../Simulation/Slim(primary)/trees/r3040052.trees ../Simulation/Slim(primary)/trees/r3040053.trees ../Simulation/Slim(primary)/trees/r3040054.trees ../Simulation/Slim(primary)/trees/r3040055.trees ../Simulation/Slim(primary)/trees/r3040056.trees ../Simulation/Slim(primary)/trees/r3040057.trees ../Simulation/Slim(primary)/trees/r3040058.trees ../Simulation/Slim(primary)/trees/r3040059.trees ../Simulation/Slim(primary)/trees/r3040060.trees ../Simulation/Slim(primary)/trees/r3040061.trees ../Simulation/Slim(primary)/trees/r3040062.trees ../Simulation/Slim(primary)/trees/r3040063.trees ../Simulation/Slim(primary)/trees/r3040064.trees ../Simulation/Slim(primary)/trees/r3040065.trees ../Simulation/Slim(primary)/trees/r3040066.trees ../Simulation/Slim(primary)/trees/r3040067.trees ../Simulation/Slim(primary)/trees/r3040068.trees ../Simulation/Slim(primary)/trees/r3040069.trees ../Simulation/Slim(primary)/trees/r3040070.trees ../Simulation/Slim(primary)/trees/r3040071.trees ../Simulation/Slim(primary)/trees/r3040072.trees ../Simulation/Slim(primary)/trees/r3040073.trees ../Simulation/Slim(primary)/trees/r3040074.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/475999367.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,TajD,ZngE,FayH,bsfs,FulD,FerL,Colless,btree,Omega,path
0,100001.0,50,386,-0.2215052840543221,0.14146988853057602,-0.05010940479060955,-0.527909219185554,-0.06876000890595792,-0.29182755490335266,0.13351895636303304,-0.23159586993030193,-0.10901894470578398,r3040060.trees
0,100001.0,50,544,0.10616276718613983,0.43465702248796656,-0.04372240730473413,-0.19997526341338967,0.32961857030976277,-0.4329242338988747,0.1347695465851539,-0.14761634351553932,0.002556264572936378,r3040061.trees
0,100001.0,50,439,0.3880365892499159,0.2967584809891632,0.014084380511453031,0.48717065794796793,-1.1329973827276083,-0.10978810640646366,0.1259136633376755,0.036855035899841695,0.2023947590480377,r3040062.trees
0,100001.0,50,485,0.4094739398986706,0.47809154106599877,-0.007351753099734137,0.40971526828455374,-0.05491695895592329,-0.3036983904299539,0.11619323405037692,0.25132442365553415,0.10239148566912723,r3040063.trees
0,100001.0,50,435,-0.016196247126724284,-0.0032342659777169092,-0.001824302750333844,-0.25369483833368095,0.41944252648970987,-0.005856244375552721,0.1293877551020408,-0.03727966557923008,-0.04400710605288122,r3040064.trees
0,100001.0,50,411,0.23313390573932197,0.07508937751842377,0.02240730927014256,0.5638925832035119,-0.12068910417967559,0.05167206081551243,0.11052046516930794,0.4457465116140821,0.3639953179054801,r3040065.trees
0,100001.0,50,447,0.8183962427015843,0.6753174678869039,0.023040808455219067,0.8639037495810574,-0.14421834587902294,-0.28783851189192605,0.1513682049396335,-0.7337286175579653,-0.34050756296090356,r3040066.trees
0,100001.0,50,449,-0.4703898612244645,-0.5109639561128776,0.003339180856202111,-0.7919594220609054,0.8977556731427414,0.30550690707858863,0.1271865889212828,0.04613021569293362,0.14822019500769582,r3040067.trees
0,100001.0,50,374,-0.0841881264467895,-0.4650372424293509,0.05124063345040981,0.01775640561963931,1.5383620291019355,0.4810885966974308,0.11425929595139026,0.34300008662322984,0.34364033218066276,r3040068.trees
0,100001.0,50,497,0.1828639308725475,0.4832838888471339,-0.03964762857449164,-0.1735874952113713,-0.34196230229501007,-0.44324455657306683,0.13374819624819625,-0.14277985182997568,-0.0667281884354697,r3040069.trees
0,100001.0,50,372,0.5199036871115419,0.4871346037654785,0.0066642746826502276,0.840356949674273,0.1320328585589766,-0.24987122780308924,0.14695039506485824,-0.1274404909678993,0.40008604789704383,r3040070.trees
0,100001.0,50,465,0.2673071407725603,0.00791772178998525,0.036235551478956164,0.3304181666395414,-0.6486228478995792,0.14859452225256561,0.11440859066139546,0.4415947625087815,0.3903853316274641,r3040071.trees
0,100001.0,50,430,0.10778578847961941,-0.46930240577277405,0.07847076193215156,1.3714753518194382,-0.08861941978184558,0.59885715112936,0.11565212291813276,0.2961276546949243,0.4795701903204515,r3040072.trees
0,100001.0,50,313,-0.36681753330370076,-0.4898376764242265,0.015272774603036441,-0.5406963795311239,1.3426401287087277,0.3436935684139972,0.11571084129854474,0.4063582486914684,0.325884011939697,r3040073.trees
0,100001.0,50,460,-0.03538009631485436,-0.05354769061745256,0.0022902818661077657,-0.006344141441552776,-0.03995599529620795,0.040212826878197244,0.16747921390778533,-0.9518930393195014,-0.6952451875824838,r3040074.trees
