#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3050000.trees ../Simulation/Slim(primary)/trees/r3050001.trees ../Simulation/Slim(primary)/trees/r3050002.trees ../Simulation/Slim(primary)/trees/r3050003.trees ../Simulation/Slim(primary)/trees/r3050004.trees ../Simulation/Slim(primary)/trees/r3050005.trees ../Simulation/Slim(primary)/trees/r3050006.trees ../Simulation/Slim(primary)/trees/r3050007.trees ../Simulation/Slim(primary)/trees/r3050008.trees ../Simulation/Slim(primary)/trees/r3050009.trees ../Simulation/Slim(primary)/trees/r3050010.trees ../Simulation/Slim(primary)/trees/r3050011.trees ../Simulation/Slim(primary)/trees/r3050012.trees ../Simulation/Slim(primary)/trees/r3050013.trees ../Simulation/Slim(primary)/trees/r3050014.trees ../Simulation/Slim(primary)/trees/r3050015.trees ../Simulation/Slim(primary)/trees/r3050016.trees ../Simulation/Slim(primary)/trees/r3050017.trees ../Simulation/Slim(primary)/trees/r3050018.trees ../Simulation/Slim(primary)/trees/r3050019.trees ../Simulation/Slim(primary)/trees/r3050020.trees ../Simulation/Slim(primary)/trees/r3050021.trees ../Simulation/Slim(primary)/trees/r3050022.trees ../Simulation/Slim(primary)/trees/r3050023.trees ../Simulation/Slim(primary)/trees/r3050024.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/940828059.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,ZngE,bsfs,FulD,FayH,TajD,FerL,Colless,Omega,btree,path
0,100001.0,50,512,0.2874301319685392,0.3448831843177733,-0.5733425432061183,-0.008124314751423974,0.21947051656192382,-0.19825453155300451,0.1421687722708131,-0.2869692048185861,-0.49379323120748997,r3050013.trees
0,100001.0,50,343,0.22804816695838842,-0.08130125683344552,0.8954172951720631,-0.034340385533338,-0.02420915119164466,-0.27451264601186853,0.1386788528360985,-0.16373781782101574,-0.3872703370185465,r3050014.trees
0,100001.0,50,362,0.40734701569304926,-0.16553736163838226,0.02212779405304589,-0.045542361645483975,0.06927633576695916,-0.4240867429111849,0.15207506613756616,-0.3854505196631114,-0.7304265141130752,r3050015.trees
0,100001.0,50,333,-0.9295239251893049,-3.2062368500979215,1.9977797280236118,-0.016210567098163632,-1.0181943408518366,0.4623693402095703,0.2334347200418629,-0.7725214902927822,-2.1658788463893983,r3050016.trees
0,100001.0,50,327,0.7932700969278652,-1.08229430524343,0.05970834128530841,-0.1648881885466338,-0.4080333555553991,-1.1453266120008672,0.15266106442577032,-0.3700223861632628,-0.6510217275970821,r3050017.trees
0,100001.0,50,390,0.5809666739752211,-2.018600335874369,0.6953504997580883,-0.14986696000055558,-0.5096672680904821,-0.9629560545514653,0.15456440640772437,-0.6947314987090563,-0.7851129211140121,r3050018.trees
0,100001.0,50,390,0.2219520292228193,0.625999984415623,-1.2406045763943392,0.018428111110665796,0.346925067565085,-0.04896435765655886,0.11211518505707367,0.1391120915962065,0.3253772934733871,r3050019.trees
0,100001.0,50,452,0.036899496080171054,-0.273419818930634,-0.2774103207028421,-0.035037622444672456,-0.21532456321561333,-0.16903125693504878,0.17748785228377065,-0.18829078812077854,-1.3687149707403596,r3050020.trees
0,100001.0,50,399,-0.004248694037827117,-0.9277967912210551,0.6426436647713508,-0.061695964473119605,-0.44572907201451795,-0.2576567928723861,0.17714131106988248,-0.4855098418234369,-1.2688049415002673,r3050021.trees
0,100001.0,50,431,-0.044166948986412484,0.08589732006709509,0.48823914305666377,0.016916018174703618,0.07840611848117493,0.09658780933707257,0.13273507372492144,0.24154867674675612,0.05833459154513209,r3050022.trees
0,100001.0,50,436,0.21827549106731736,-0.0036629595667506468,-0.1666978157779756,-0.03678953722575331,-0.05228094065714629,-0.27979493553626855,0.17886385323360113,-0.25357336453633017,-1.5236613904828336,r3050023.trees
0,100001.0,50,412,0.1537850186276392,-0.574038383878529,0.949975849364629,-0.038090845537015,-0.12380972332662436,-0.24837629152999902,0.14325362046659154,-0.4505181336377525,-0.6105410386808158,r3050024.trees
