#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3040175.trees ../Simulation/Slim(primary)/trees/r3040176.trees ../Simulation/Slim(primary)/trees/r3040177.trees ../Simulation/Slim(primary)/trees/r3040178.trees ../Simulation/Slim(primary)/trees/r3040179.trees ../Simulation/Slim(primary)/trees/r3040180.trees ../Simulation/Slim(primary)/trees/r3040181.trees ../Simulation/Slim(primary)/trees/r3040182.trees ../Simulation/Slim(primary)/trees/r3040183.trees ../Simulation/Slim(primary)/trees/r3040184.trees ../Simulation/Slim(primary)/trees/r3040185.trees ../Simulation/Slim(primary)/trees/r3040186.trees ../Simulation/Slim(primary)/trees/r3040187.trees ../Simulation/Slim(primary)/trees/r3040188.trees ../Simulation/Slim(primary)/trees/r3040189.trees ../Simulation/Slim(primary)/trees/r3040190.trees ../Simulation/Slim(primary)/trees/r3040191.trees ../Simulation/Slim(primary)/trees/r3040192.trees ../Simulation/Slim(primary)/trees/r3040193.trees ../Simulation/Slim(primary)/trees/r3040194.trees ../Simulation/Slim(primary)/trees/r3040195.trees ../Simulation/Slim(primary)/trees/r3040196.trees ../Simulation/Slim(primary)/trees/r3040197.trees ../Simulation/Slim(primary)/trees/r3040198.trees ../Simulation/Slim(primary)/trees/r3040199.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/740171833.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,bsfs,FulD,TajD,FerL,ZngE,FayH,Omega,Colless,btree,path
0,100001.0,50,436,0.06196116594364813,0.03717225261913831,0.14401681091378937,-0.1289538282394302,0.18746241244338852,-0.005220241703191096,0.21143883835483887,0.13199574308250908,-0.19207150918311844,r3040188.trees
0,100001.0,50,563,-0.07992587722871222,-0.05620651035066742,-0.06334744893097576,0.07850266721013952,-0.1016610313480016,0.004851199365311097,0.30605197512085125,0.12225019878081102,0.28156692875113026,r3040189.trees
0,100001.0,50,357,-0.5685598270718702,0.10993616050965566,-0.19857507680198905,-0.3367427377815528,0.19270682099309536,-0.05390156954874174,0.11954102985394129,0.12052397646175034,0.10996750371399963,r3040190.trees
0,100001.0,50,462,-0.726983986886862,0.33087746977278465,-0.12175735028305767,-0.5777959430255676,0.443650433172195,-0.07687433899835952,-0.19745576809693016,0.16033737819452104,-0.8782841599677981,r3040191.trees
0,100001.0,50,469,-0.531434775025446,-0.1024056479010856,-0.20891879698101565,-0.10206422993843076,-0.018534243741403555,-0.0266530563728691,-0.5646051182294429,0.1595857236903978,-1.0617012041904994,r3040192.trees
0,100001.0,50,373,-0.4402966759565665,-0.035850391934717826,-0.13350732145898575,-0.40335803831579564,0.2846255100530866,-0.05722772840134648,0.016271829794098535,0.12263851323661995,-0.056867400246438674,r3040193.trees
0,100001.0,50,415,-0.5653209516851508,0.20561132796320558,-0.3487490218157688,-0.12420474972753433,-0.07122659370595227,-0.039076489812491275,0.5068812018017705,0.10379525373367739,0.5652553231224402,r3040194.trees
0,100001.0,50,415,0.46355543607110805,0.4911088017050698,0.12223441267246901,0.10778590354392009,-0.03135830782555741,0.021312229658249603,0.27230214892155613,0.1315739746190874,0.24484592473172712,r3040195.trees
0,100001.0,50,356,-0.03491811542829724,0.7428710090219767,0.014275138739476955,0.20412291242627562,-0.17150644606877286,0.025257078159089563,-0.03984211263923234,0.12036788399570354,0.21763585434471047,r3040196.trees
0,100001.0,50,397,-0.8040762522673656,0.14031061471839815,0.0054706182798729295,-0.6398485900239127,0.5636465361670844,-0.07551618787968509,-0.2903371667264869,0.17271802901054603,-1.3120765850134288,r3040197.trees
0,100001.0,50,482,-0.5472317178838376,-0.12700974400703413,-0.5204691630499833,0.1856301397272415,-0.43195469365585615,-0.014353781734434346,-0.2569126418438575,0.15074992763062672,-0.5506398306444822,r3040198.trees
0,100001.0,50,486,-1.315277653732307,0.6094374844330303,-0.6156057595277734,-0.08559096777399569,-0.24336255670889592,-0.053065374212809685,-0.143180807740686,0.16805150631681243,-0.8365223732573055,r3040199.trees
