#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3030225.trees ../Simulation/Slim(primary)/trees/r3030226.trees ../Simulation/Slim(primary)/trees/r3030227.trees ../Simulation/Slim(primary)/trees/r3030228.trees ../Simulation/Slim(primary)/trees/r3030229.trees ../Simulation/Slim(primary)/trees/r3030230.trees ../Simulation/Slim(primary)/trees/r3030231.trees ../Simulation/Slim(primary)/trees/r3030232.trees ../Simulation/Slim(primary)/trees/r3030233.trees ../Simulation/Slim(primary)/trees/r3030234.trees ../Simulation/Slim(primary)/trees/r3030235.trees ../Simulation/Slim(primary)/trees/r3030236.trees ../Simulation/Slim(primary)/trees/r3030237.trees ../Simulation/Slim(primary)/trees/r3030238.trees ../Simulation/Slim(primary)/trees/r3030239.trees ../Simulation/Slim(primary)/trees/r3030240.trees ../Simulation/Slim(primary)/trees/r3030241.trees ../Simulation/Slim(primary)/trees/r3030242.trees ../Simulation/Slim(primary)/trees/r3030243.trees ../Simulation/Slim(primary)/trees/r3030244.trees ../Simulation/Slim(primary)/trees/r3030245.trees ../Simulation/Slim(primary)/trees/r3030246.trees ../Simulation/Slim(primary)/trees/r3030247.trees ../Simulation/Slim(primary)/trees/r3030248.trees ../Simulation/Slim(primary)/trees/r3030249.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/727233492.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,ZngE,FulD,TajD,FerL,bsfs,FayH,Colless,Omega,btree,path
0,100001.0,50,399,1.0192158642962612,0.8652984080182923,-0.5683860863555884,-1.4975615494484236,-2.9726126526772116,-0.21732824582409374,0.19722576530612246,-1.019061287498092,-1.6677921981738606,r3030235.trees
0,100001.0,50,202,0.6303189257127191,0.8088461292678647,-1.0087891195947933,-1.309766730753764,-2.842340093611177,-0.22881837028472132,0.1841175359032502,-1.4878932601737376,-1.371069242338536,r3030236.trees
0,100001.0,50,287,0.04354877325878466,1.400353309313349,-1.6561196115237744,-1.02172393360502,-4.76306997417575,-0.2379897754698163,0.24504608294930874,-1.2350229792250405,-2.6517319411528795,r3030237.trees
0,100001.0,50,348,0.8637535377574127,0.7078832189533506,-0.47678396525681305,-1.2662104367304283,-2.620871552464881,-0.18388823178003375,0.15452947845804987,-1.0925459864943736,-1.0209788149192336,r3030238.trees
0,100001.0,50,342,0.14128769098694074,1.7725893160797759,-1.2228232434282404,-0.8803539831090503,-4.088075427234054,-0.19023012813579354,0.1896870258894925,-1.3074221223203073,-1.4590936992274344,r3030239.trees
0,100001.0,50,392,0.2655660519417403,2.1479692915057487,-1.3094668719682507,-1.0740606442332359,-4.993817151698419,-0.21891351498068834,0.22861671842650103,-1.4689802435121648,-2.374168186921884,r3030240.trees
0,100001.0,50,384,1.3021545730126054,-0.1290780020858286,-0.29195974743758774,-1.657641517759028,-1.2514144538772058,-0.21713852011987794,0.15790493412554896,-0.6573744409692622,-0.9286015506870264,r3030241.trees
0,100001.0,50,290,0.27857809671065675,1.4539008571938528,-0.9342701561014433,-0.8665003541934606,-3.5537604253284725,-0.16885704917417982,0.23142065045196158,-1.0727450983773836,-2.3261855272830143,r3030242.trees
0,100001.0,50,375,0.1378965610370237,1.4465793079083047,-0.7445555100388229,-0.5955924513351035,-2.214024572374682,-0.12275183480390729,0.19247860434496378,-0.9292072447949804,-1.6874164416929804,r3030243.trees
0,100001.0,50,319,0.6239615524395261,0.46798331089317485,-1.1305507624829967,-1.376623269511629,-3.971317984234305,-0.24307597252058888,0.251880426967535,-1.3600734241344374,-2.2499412614944854,r3030244.trees
0,100001.0,50,265,1.0641621742438128,0.8967204497847076,-1.0650432438728308,-1.8399321759923208,-3.9793087101895135,-0.294726167780772,0.19407810293928893,-1.240931745463818,-1.573868153039665,r3030245.trees
0,100001.0,50,352,0.6820999757739294,1.5451257557542828,-0.9783545606015817,-1.3539449127823762,-4.093014074052969,-0.22935337990173824,0.15362035225048923,-0.9284143395373096,-1.1336381452108621,r3030246.trees
0,100001.0,50,331,0.3551186983337486,0.8234117492444102,-0.047718331540465314,-0.4333939520416104,-0.31036710912054233,-0.05491670396413053,0.17169194066515495,-0.6828679532520991,-1.1645721092527028,r3030247.trees
0,100001.0,50,335,0.273408360961487,0.9951320578063377,-0.9254048594705879,-0.8561460891252252,-2.993660482965532,-0.16660181343291422,0.2096445448408371,-0.8262731133984228,-1.9624654898509553,r3030248.trees
0,100001.0,50,389,0.5342494594170387,2.113688323209499,-1.4036033086869761,-1.4359977829559507,-5.033781178294104,-0.2684597084970495,0.22447729091636656,-1.5729181553216767,-2.160445392150962,r3030249.trees
