#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3030175.trees ../Simulation/Slim(primary)/trees/r3030176.trees ../Simulation/Slim(primary)/trees/r3030177.trees ../Simulation/Slim(primary)/trees/r3030178.trees ../Simulation/Slim(primary)/trees/r3030179.trees ../Simulation/Slim(primary)/trees/r3030180.trees ../Simulation/Slim(primary)/trees/r3030181.trees ../Simulation/Slim(primary)/trees/r3030182.trees ../Simulation/Slim(primary)/trees/r3030183.trees ../Simulation/Slim(primary)/trees/r3030184.trees ../Simulation/Slim(primary)/trees/r3030185.trees ../Simulation/Slim(primary)/trees/r3030186.trees ../Simulation/Slim(primary)/trees/r3030187.trees ../Simulation/Slim(primary)/trees/r3030188.trees ../Simulation/Slim(primary)/trees/r3030189.trees ../Simulation/Slim(primary)/trees/r3030190.trees ../Simulation/Slim(primary)/trees/r3030191.trees ../Simulation/Slim(primary)/trees/r3030192.trees ../Simulation/Slim(primary)/trees/r3030193.trees ../Simulation/Slim(primary)/trees/r3030194.trees ../Simulation/Slim(primary)/trees/r3030195.trees ../Simulation/Slim(primary)/trees/r3030196.trees ../Simulation/Slim(primary)/trees/r3030197.trees ../Simulation/Slim(primary)/trees/r3030198.trees ../Simulation/Slim(primary)/trees/r3030199.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/484614069.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,ZngE,bsfs,FerL,TajD,FulD,FayH,btree,Omega,Colless,path
0,100001.0,50,423,0.8055584734634555,-5.031343174918582,-1.543955266741088,-1.0607323363751266,3.0808540191104163,-0.2570197657782925,-2.437054076447048,-1.5775070780231197,0.23683509548397672,r3030185.trees
0,100001.0,50,384,1.1170519903668648,-2.5039695206727006,-1.6306299185194684,-0.6048210906151751,0.5262566862739836,-0.23579336462628842,-2.1900748947061683,-1.3846737483110605,0.2250597536311822,r3030186.trees
0,100001.0,50,414,1.1703896792074602,-1.7427430710429948,-1.6365060923691919,-0.5114760603567493,-0.17944555938144666,-0.2297074140959007,-1.5629289424849415,-0.9064854016926278,0.20542294298671848,r3030187.trees
0,100001.0,50,403,0.9817406587044484,-3.9322026648552133,-1.5931753744562642,-0.8033075544519606,1.2282720638085938,-0.24504377415351547,-1.763677569081858,-0.8858989438834171,0.1870466729738253,r3030188.trees
0,100001.0,50,354,1.35557519727095,-1.481966297352193,-1.7304675889958543,-0.3118468687072904,-0.2791975233501876,-0.22748333281832744,-0.976569044971998,-0.6180647135737499,0.1645684247725064,r3030189.trees
0,100001.0,50,298,0.3814552194035865,-4.717166855499352,-1.3007237898829713,-1.4734802183171842,2.0707353650463274,-0.2583284770207199,-2.526294567175126,-1.5275855862052128,0.22546653796653798,r3030190.trees
0,100001.0,50,383,0.5248403963532147,-2.4875011521366512,-1.0510787436941809,-0.7681710339347697,0.5748608860125629,-0.1784294693207172,-1.9109685665420602,-0.6566473983424898,0.19493613772039428,r3030191.trees
0,100001.0,50,302,0.5875491668731727,-5.097478217131325,-1.6122245996271385,-1.6030323304468588,2.5871772877466013,-0.3044833278371427,-2.1781778861112846,-1.160455815780963,0.2235003092145949,r3030192.trees
0,100001.0,50,319,0.4117002353943873,-1.0848785010171733,-0.6302336166440099,-0.2727232670296155,0.7923734490794841,-0.09414653403511677,-0.9124181983203243,-0.7975709012232246,0.1560952380952381,r3030193.trees
0,100001.0,50,333,1.0104843859955246,-4.1303695265158895,-1.875413204728103,-1.2281626302759265,0.5323156223660073,-0.30908621333788977,-2.514971257754362,-1.3233249542577612,0.24198053205021847,r3030194.trees
0,100001.0,50,417,0.9489811882929892,-4.140021185603077,-1.6853261952870402,-1.0230572767913582,0.7571161291467223,-0.27119348676441574,-2.066380619682957,-1.0677578362432167,0.21885811467444122,r3030195.trees
0,100001.0,50,324,1.4263522306184815,-4.5635951820973535,-2.3847481689372705,-1.287288143455661,-0.22873979710267464,-0.37400861315551137,-1.8768326416873362,-1.3882344998203737,0.2014143264143264,r3030196.trees
0,100001.0,50,375,-0.049903836025395845,-3.973380751295879,-0.5690809129640396,-1.063585873632995,1.486047313907381,-0.1419000042068794,-2.2392172137633755,-0.9485199492693428,0.2277983032293377,r3030197.trees
0,100001.0,50,312,0.13738124728376397,-1.4277264247668204,-0.4961288767886199,-0.5775346344707362,0.6942196581268194,-0.09954298282295967,-1.9356908859828563,-1.0034187064476772,0.2057038199895343,r3030198.trees
0,100001.0,50,341,1.5134495297917816,-5.139900037118324,-2.5106286571888132,-1.3319929104311763,1.8307631096643215,-0.3917806906282451,-2.613657101834384,-1.1829569479393922,0.2374173445602017,r3030199.trees
