#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3050150.trees ../Simulation/Slim(primary)/trees/r3050151.trees ../Simulation/Slim(primary)/trees/r3050152.trees ../Simulation/Slim(primary)/trees/r3050153.trees ../Simulation/Slim(primary)/trees/r3050154.trees ../Simulation/Slim(primary)/trees/r3050155.trees ../Simulation/Slim(primary)/trees/r3050156.trees ../Simulation/Slim(primary)/trees/r3050157.trees ../Simulation/Slim(primary)/trees/r3050158.trees ../Simulation/Slim(primary)/trees/r3050159.trees ../Simulation/Slim(primary)/trees/r3050160.trees ../Simulation/Slim(primary)/trees/r3050161.trees ../Simulation/Slim(primary)/trees/r3050162.trees ../Simulation/Slim(primary)/trees/r3050163.trees ../Simulation/Slim(primary)/trees/r3050164.trees ../Simulation/Slim(primary)/trees/r3050165.trees ../Simulation/Slim(primary)/trees/r3050166.trees ../Simulation/Slim(primary)/trees/r3050167.trees ../Simulation/Slim(primary)/trees/r3050168.trees ../Simulation/Slim(primary)/trees/r3050169.trees ../Simulation/Slim(primary)/trees/r3050170.trees ../Simulation/Slim(primary)/trees/r3050171.trees ../Simulation/Slim(primary)/trees/r3050172.trees ../Simulation/Slim(primary)/trees/r3050173.trees ../Simulation/Slim(primary)/trees/r3050174.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/215946681.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,bsfs,FayH,TajD,ZngE,FerL,FulD,Colless,btree,Omega,path
0,100001.0,50,442,-0.4694535510984178,-0.08136507511805774,-0.18041767264807648,0.41590661804660134,-0.580747266916679,0.46124626913070915,0.1539745527840766,-0.6043409186866159,-0.48771275082004295,r3050160.trees
0,100001.0,50,430,-0.7750289908547824,-0.10626379900960196,-0.4074404172131499,0.3653529995244979,-0.6568704288863615,0.04917919426185031,0.19457024382786822,-1.6127804029218364,-0.8665952969567653,r3050161.trees
0,100001.0,50,409,-2.46689776901788,-0.2648039954693278,-0.7898709197376645,1.1420667991333104,-1.7681899362771478,-0.5034625605773417,0.22798689012028656,-1.9688127825474584,-0.9735507164829048,r3050162.trees
0,100001.0,50,466,0.460461593507986,0.027716082163880124,-0.007865330489107649,-0.21350419580169785,0.23886829781472377,0.013552921443034252,0.12107356603843723,0.14727794827154705,0.03595563646688301,r3050163.trees
0,100001.0,50,305,-3.1136924410958198,-0.12469418867320924,-0.8881920890572474,0.0023422608257003693,-0.5243386054618259,1.4637144829382582,0.19911887168660566,-1.5761445839732509,-0.5921178556025564,r3050164.trees
0,100001.0,50,299,-1.8256204731599248,-0.11520019288795334,-0.4991441859311998,0.3326065222623631,-0.6728519766544759,1.2622463880498078,0.16495375128468653,-0.9211788214298369,-0.5761709457946304,r3050165.trees
0,100001.0,50,394,-0.6579471366166373,-0.06298560194549192,-0.1378999426762091,0.3229941960570906,-0.449718429574832,0.2415818612385784,0.17288420744641944,-0.8209512006113989,-0.31020512034894965,r3050166.trees
0,100001.0,50,476,-1.1683326784197323,-0.021876825582109374,-0.4713619227689842,-0.32535892409608086,0.09306329134604734,0.9716254724732823,0.15674758914554834,-0.8474397207281527,-0.009427656205618256,r3050167.trees
0,100001.0,50,336,0.28767314518653175,-0.03997303759918672,0.41194617492985286,0.7187701229006154,-0.5781843613134405,0.14613453758063838,0.14104263752745191,-0.593701541572222,-0.670697895613547,r3050168.trees
0,100001.0,50,398,-0.31311389082479274,0.04308113258805337,-0.44367527322344097,-0.7763852690321942,0.6244923032988505,0.354902410845965,0.1298797928262214,-0.15084373975020274,0.22282237273527447,r3050169.trees
0,100001.0,50,349,-2.1510716735798847,-0.18007956682540088,-0.5539480653399272,0.7562110522516883,-1.188863329540108,0.27257951159663796,0.1614333652924257,-0.6353773867190079,-0.7834032415505359,r3050170.trees
0,100001.0,50,373,-3.5276595722686523,-0.016760842606153854,-0.8424350881248727,-0.7453579365164067,0.35468107092874,2.5035536792767568,0.18115462401176685,-1.3170457355637968,-0.7308285676237737,r3050171.trees
0,100001.0,50,362,0.010056751461411023,-0.050188970147727566,0.32550680414709854,0.7058510260296605,-0.6139624067366359,-0.018747622507140006,0.14723430355748857,-0.6004839595709659,-0.32146315642377404,r3050172.trees
0,100001.0,50,453,-0.5083735636686764,-0.028258869338973105,-0.29627461782599496,-0.09698638132648736,-0.06404949324729857,0.7626608466293073,0.16788649983803045,-1.0327810400805375,-0.28381872958484294,r3050173.trees
0,100001.0,50,342,-1.561260736806628,-0.08534675686507745,-0.6813224144137557,-0.07336024628919117,-0.31693316642579955,0.8643803692550514,0.17173507821207581,-0.8678183199917037,-0.5086981244408187,r3050174.trees
