#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3010025.trees ../Simulation/Slim(primary)/trees/r3010026.trees ../Simulation/Slim(primary)/trees/r3010027.trees ../Simulation/Slim(primary)/trees/r3010028.trees ../Simulation/Slim(primary)/trees/r3010029.trees ../Simulation/Slim(primary)/trees/r3010030.trees ../Simulation/Slim(primary)/trees/r3010031.trees ../Simulation/Slim(primary)/trees/r3010032.trees ../Simulation/Slim(primary)/trees/r3010033.trees ../Simulation/Slim(primary)/trees/r3010034.trees ../Simulation/Slim(primary)/trees/r3010035.trees ../Simulation/Slim(primary)/trees/r3010036.trees ../Simulation/Slim(primary)/trees/r3010037.trees ../Simulation/Slim(primary)/trees/r3010038.trees ../Simulation/Slim(primary)/trees/r3010039.trees ../Simulation/Slim(primary)/trees/r3010040.trees ../Simulation/Slim(primary)/trees/r3010041.trees ../Simulation/Slim(primary)/trees/r3010042.trees ../Simulation/Slim(primary)/trees/r3010043.trees ../Simulation/Slim(primary)/trees/r3010044.trees ../Simulation/Slim(primary)/trees/r3010045.trees ../Simulation/Slim(primary)/trees/r3010046.trees ../Simulation/Slim(primary)/trees/r3010047.trees ../Simulation/Slim(primary)/trees/r3010048.trees ../Simulation/Slim(primary)/trees/r3010049.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/980852194.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,ZngE,FayH,FerL,FulD,bsfs,TajD,btree,Colless,Omega,path
0,100001.0,50,394,0.3079535379642979,0.056822476224369346,0.06380937089377808,-1.0360365312156206,0.9068123121850632,0.7050214452289275,0.8975453135438626,0.10618363198938113,0.8743192784925887,r3010035.trees
0,100001.0,50,465,-0.12525081496331475,-0.04285089965477359,-0.10963620646362342,0.0525364531858954,-0.8574951937156027,-0.4281804450017225,-0.4559814937058477,0.15376127195064074,-0.1518813933304164,r3010036.trees
0,100001.0,50,488,-0.12231143801785287,0.02523376324478541,0.17643739019769725,-0.22671884210763302,0.3975026713179238,0.06264010481577045,-0.316945567317549,0.14100102406554021,0.07658655997253672,r3010037.trees
0,100001.0,50,376,0.07298023532984278,-0.018207892813149565,-0.11831576848017791,0.7648252795880311,-0.3741943005105985,-0.059531928026460415,-0.11907880829085914,0.1321354628808045,0.004548290468555055,r3010038.trees
0,100001.0,50,438,-0.19701368758143892,0.014047184148259341,0.1716665259443802,1.0366907561038314,-0.18674881209348257,-0.09002435045128562,-0.41383141442041654,0.14020691609977323,0.035401878402592936,r3010039.trees
0,100001.0,50,461,0.6283474633769847,-0.012884159715113603,-0.4127639408901923,0.7566325444812354,0.42097197935420183,0.5153940745339276,-0.48206087890439975,0.14239962289263533,0.29342680827942536,r3010040.trees
0,100001.0,50,519,0.4301241301110819,-0.08096604460041253,-0.5878536353883018,1.3613085143741774,-0.9346334505776229,-0.1650195497415158,-1.090795897948951,0.169328231292517,-0.2187884464430369,r3010041.trees
0,100001.0,50,367,-0.1034858008839478,0.023403872837033258,0.15756311053161087,0.9447551242546428,0.3589748414145117,0.06707666383649703,-0.5044269731720014,0.14941011369582796,0.0711596603227427,r3010042.trees
0,100001.0,50,466,-0.005448668820429502,-0.009905329233470357,-0.03874809041340138,-0.05005279641605434,-0.2049647536663557,-0.07624796756700147,-0.24931025399140558,0.13702844774273346,-0.16552632531053635,r3010043.trees
0,100001.0,50,420,-0.32349522321807267,0.007148056136976987,0.21467401432344918,1.7156443663179313,-0.7354655827262836,-0.26198309182153,-0.8247817641809763,0.15181744339526856,-0.29377708696646465,r3010044.trees
0,100001.0,50,453,0.21425252212109266,0.03071875508992568,0.0075634753176456225,-1.396224906231757,0.6990944877648523,0.42733261800309624,0.0006368981408227072,0.13625711912672045,0.4382131805675718,r3010045.trees
0,100001.0,50,459,-0.15523954740452597,-0.005694052118223835,0.06447457585889922,0.41912566858654954,-0.29322854274322524,-0.19094558043172216,-0.34475588501895454,0.1348232001133787,-0.29399952224284104,r3010046.trees
0,100001.0,50,428,0.5033376434664611,-0.010201896872935655,-0.3301383072156964,0.23784080887515444,0.6785599848777096,0.41411000526902925,-0.07091957680338251,0.12755102040816327,0.06806760918661944,r3010047.trees
0,100001.0,50,409,0.7628169920695675,-0.001717469007097603,-0.4423667061764938,-0.9017445667368206,0.811448612330063,0.7263790716519551,-0.41521464731438434,0.1459813207050776,0.42503422969091925,r3010048.trees
0,100001.0,50,514,0.5234897826391425,0.0018655187796761486,-0.2905778032042966,-0.15123097317884598,0.8495124728807542,0.5191655510209224,-0.3811541726744868,0.13621204579392732,0.0676902494127269,r3010049.trees
