#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3030100.trees ../Simulation/Slim(primary)/trees/r3030101.trees ../Simulation/Slim(primary)/trees/r3030102.trees ../Simulation/Slim(primary)/trees/r3030103.trees ../Simulation/Slim(primary)/trees/r3030104.trees ../Simulation/Slim(primary)/trees/r3030105.trees ../Simulation/Slim(primary)/trees/r3030106.trees ../Simulation/Slim(primary)/trees/r3030107.trees ../Simulation/Slim(primary)/trees/r3030108.trees ../Simulation/Slim(primary)/trees/r3030109.trees ../Simulation/Slim(primary)/trees/r3030110.trees ../Simulation/Slim(primary)/trees/r3030111.trees ../Simulation/Slim(primary)/trees/r3030112.trees ../Simulation/Slim(primary)/trees/r3030113.trees ../Simulation/Slim(primary)/trees/r3030114.trees ../Simulation/Slim(primary)/trees/r3030115.trees ../Simulation/Slim(primary)/trees/r3030116.trees ../Simulation/Slim(primary)/trees/r3030117.trees ../Simulation/Slim(primary)/trees/r3030118.trees ../Simulation/Slim(primary)/trees/r3030119.trees ../Simulation/Slim(primary)/trees/r3030120.trees ../Simulation/Slim(primary)/trees/r3030121.trees ../Simulation/Slim(primary)/trees/r3030122.trees ../Simulation/Slim(primary)/trees/r3030123.trees ../Simulation/Slim(primary)/trees/r3030124.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/901800993.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,TajD,FerL,FulD,FayH,bsfs,ZngE,btree,Colless,Omega,path
0,100001.0,50,351,-1.4898714556602346,-2.3348604566349085,1.3481279430529707,-0.38173907635399507,-5.130964223157658,1.2779744204166996,-2.423247065720095,0.21959878842047767,-1.0253489473496578,r3030115.trees
0,100001.0,50,455,-0.26442048673215096,-2.031860348898724,0.6471480612166723,-0.2589622914381323,-2.0027340293554383,1.6447501033925067,-1.820109948984695,0.19307163163772972,-0.5945396337929942,r3030116.trees
0,100001.0,50,344,-1.180684467010312,-2.489824936660783,1.829242736909447,-0.37866741509288876,-5.124392252505511,1.5731614629545176,-1.454737187509143,0.1672721088435374,-1.195707201132514,r3030117.trees
0,100001.0,50,391,-0.00026854953503891474,-1.5532446793124322,-0.7157795881874734,-0.1843102069176531,-0.6792090662045861,1.3612216568288147,-0.6915349620165185,0.15112815312460387,-0.6469023510776047,r3030118.trees
0,100001.0,50,343,-0.7955632582472858,-2.390491615604975,-0.1395320817645854,-0.33993731799247534,-3.7551714494684556,1.6845733265411247,-2.4623175229848244,0.23713691825936722,-1.1401160822099454,r3030119.trees
0,100001.0,50,445,-0.7808520110288486,-1.066383917799207,0.902084966673629,-0.18076973024559112,-3.871878407053961,0.5313666518802195,-1.5773233263266544,0.19384411067797905,-0.7789389961208105,r3030120.trees
0,100001.0,50,293,0.023986723380944076,-1.185547235494417,-0.863289627550087,-0.13977269465149128,-0.15109220155786127,1.0506235584349877,-0.183965711736151,0.1322826160167037,-0.32958653709474206,r3030121.trees
0,100001.0,50,339,-0.974331600373506,-1.3394014842965634,0.9446907898679018,-0.22747921986986278,-3.792940972015895,0.6715568563101775,-2.1409435441244176,0.23996486011623194,-1.3673615210787087,r3030122.trees
0,100001.0,50,322,-0.40872166291432804,-1.080691842359461,0.7085219993966932,-0.1572862816046086,-1.5804475714170263,0.7362950574432477,-1.3498900984593911,0.16954837490551777,-0.7508756872535151,r3030123.trees
0,100001.0,50,347,-0.8606550439978949,-1.640997908491337,0.9751597860632076,-0.25530507386695594,-3.6644475424266774,0.9943204966315127,-1.5614371459062737,0.17939139941690962,-1.21429754328304,r3030124.trees
