#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3020075.trees ../Simulation/Slim(primary)/trees/r3020076.trees ../Simulation/Slim(primary)/trees/r3020077.trees ../Simulation/Slim(primary)/trees/r3020078.trees ../Simulation/Slim(primary)/trees/r3020079.trees ../Simulation/Slim(primary)/trees/r3020080.trees ../Simulation/Slim(primary)/trees/r3020081.trees ../Simulation/Slim(primary)/trees/r3020082.trees ../Simulation/Slim(primary)/trees/r3020083.trees ../Simulation/Slim(primary)/trees/r3020084.trees ../Simulation/Slim(primary)/trees/r3020085.trees ../Simulation/Slim(primary)/trees/r3020086.trees ../Simulation/Slim(primary)/trees/r3020087.trees ../Simulation/Slim(primary)/trees/r3020088.trees ../Simulation/Slim(primary)/trees/r3020089.trees ../Simulation/Slim(primary)/trees/r3020090.trees ../Simulation/Slim(primary)/trees/r3020091.trees ../Simulation/Slim(primary)/trees/r3020092.trees ../Simulation/Slim(primary)/trees/r3020093.trees ../Simulation/Slim(primary)/trees/r3020094.trees ../Simulation/Slim(primary)/trees/r3020095.trees ../Simulation/Slim(primary)/trees/r3020096.trees ../Simulation/Slim(primary)/trees/r3020097.trees ../Simulation/Slim(primary)/trees/r3020098.trees ../Simulation/Slim(primary)/trees/r3020099.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/261920883.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,TajD,FulD,ZngE,FayH,bsfs,FerL,Colless,btree,Omega,path
0,100001.0,50,429,-0.3542854195667385,-0.18473863028285772,0.32533848313845454,-0.09343690847417037,-0.6870047027860209,-0.5798985228782971,0.1717547674807628,-1.139566546004365,-0.5225061695869432,r3020085.trees
0,100001.0,50,425,-0.09826641751968845,-0.05092389838329756,0.5852174880375216,-0.09282349051256944,-0.428245960385365,-0.725483799399614,0.15033513405362145,-0.7029340485877145,-0.18675372467781057,r3020086.trees
0,100001.0,50,367,0.2774443146215395,0.25927455351477313,0.457534545239363,-0.023229011026611075,0.2591651045404962,-0.3588336308882935,0.15642290249433108,-0.867280460014944,-0.07988687544987759,r3020087.trees
0,100001.0,50,299,-0.3050342250472741,0.6692670811101351,0.47990276995876713,-0.10807009757531984,-1.0872475394615086,-0.7270474141376126,0.17600781053162007,-1.2722935352085727,-0.45990733862629696,r3020088.trees
0,100001.0,50,362,0.04308270148145192,0.880511541816959,0.39272289991286957,-0.04722185869448768,-0.7820498700334122,-0.4228105648377021,0.15482000253517555,-0.7305638154250065,-0.2910269542529159,r3020089.trees
0,100001.0,50,403,-0.46308125654359444,1.5957032680206613,0.13394592939030564,-0.08281257741476147,-1.4541811181543178,-0.42556253954920226,0.17764186419909578,-1.168867132362752,-0.7607689869406883,r3020090.trees
0,100001.0,50,411,-0.5420176264242276,1.0323462261740273,0.18672530318742697,-0.1009602526594212,-1.451751093800796,-0.532314625432203,0.19713230119634062,-1.5039969253245897,-0.8283793410117944,r3020091.trees
0,100001.0,50,394,-0.49495824011118794,1.5567772652355474,0.305578697212804,-0.11051624467654156,-2.517131378494305,-0.6401079268114268,0.15725535005668934,-0.8195603452315704,-0.3897410771956913,r3020092.trees
0,100001.0,50,407,-0.22204837321554727,0.16516932460686035,-0.18905358065161082,-0.005443281891189238,-0.06954751104516962,0.0848868684395748,0.14805218962585034,-0.4869725933205862,-0.22202619212714955,r3020093.trees
0,100001.0,50,330,0.5150905006205786,-0.4187940533614925,0.6037897109077741,-0.009950014344600525,0.4652759146987455,-0.3863945281541278,0.1754371620443049,-1.243951280530684,-0.1087596607621036,r3020094.trees
0,100001.0,50,383,-0.19704803508853233,-0.9324532930769838,1.3973781772574037,-0.21678025325250525,-0.9345786127837445,-1.7104213729936715,0.16413129669045531,-0.8331046448568851,-0.3525536342838488,r3020095.trees
0,100001.0,50,405,-0.46625712733109415,0.9866147430830307,0.013268584498967239,-0.06692649272392623,-1.2680833071299442,-0.2897674712462652,0.15993197278911564,-0.6926262347496291,-0.5356636123474166,r3020096.trees
0,100001.0,50,443,-0.38112412425527353,1.4561134732443266,-0.19796735752739608,-0.02646583576978857,-1.2334825327840315,0.001154581452844901,0.1526911282647774,-0.8292238392591177,-0.473731710400137,r3020097.trees
0,100001.0,50,441,-0.004859764398748255,0.36896710215064416,-0.16641057125503914,0.021800208245219034,0.1174433896607103,0.18695165288634077,0.16001374643121496,-0.8965690529880379,-0.010661630986373585,r3020098.trees
0,100001.0,50,396,-0.6415564600901036,1.1210723103818916,-0.028168914051551548,-0.08582186795253809,-1.597172681785976,-0.3456693228471559,0.17802120848339337,-1.153361235391385,-0.47105231498936434,r3020099.trees
