#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3020000.trees ../Simulation/Slim(primary)/trees/r3020001.trees ../Simulation/Slim(primary)/trees/r3020002.trees ../Simulation/Slim(primary)/trees/r3020003.trees ../Simulation/Slim(primary)/trees/r3020004.trees ../Simulation/Slim(primary)/trees/r3020005.trees ../Simulation/Slim(primary)/trees/r3020006.trees ../Simulation/Slim(primary)/trees/r3020007.trees ../Simulation/Slim(primary)/trees/r3020008.trees ../Simulation/Slim(primary)/trees/r3020009.trees ../Simulation/Slim(primary)/trees/r3020010.trees ../Simulation/Slim(primary)/trees/r3020011.trees ../Simulation/Slim(primary)/trees/r3020012.trees ../Simulation/Slim(primary)/trees/r3020013.trees ../Simulation/Slim(primary)/trees/r3020014.trees ../Simulation/Slim(primary)/trees/r3020015.trees ../Simulation/Slim(primary)/trees/r3020016.trees ../Simulation/Slim(primary)/trees/r3020017.trees ../Simulation/Slim(primary)/trees/r3020018.trees ../Simulation/Slim(primary)/trees/r3020019.trees ../Simulation/Slim(primary)/trees/r3020020.trees ../Simulation/Slim(primary)/trees/r3020021.trees ../Simulation/Slim(primary)/trees/r3020022.trees ../Simulation/Slim(primary)/trees/r3020023.trees ../Simulation/Slim(primary)/trees/r3020024.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/236238853.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FayH,TajD,FulD,bsfs,FerL,ZngE,Omega,Colless,btree,path
0,100001.0,50,366,-0.021779099022100557,-0.17479508125348578,0.47112342564742626,-0.42081901383904086,-0.08048815703710503,-0.01960513831773953,-0.2617755717492005,0.13384230503795722,-0.32874875878491167,r3020010.trees
0,100001.0,50,383,-0.027292636529980218,0.046709355757011115,1.0772989457090796,-0.16813439600813324,-0.25744552873253096,0.24973053632931907,-0.7014819194580422,0.17784497905122315,-1.151085897790409,r3020011.trees
0,100001.0,50,301,-0.029901999905648596,-0.6233893268794833,0.6430362016752015,-0.9832295625986481,0.11531814604042416,-0.42163903715307516,-0.18948407760002992,0.14948620293187698,-0.46250527424543136,r3020012.trees
0,100001.0,50,474,-0.06228888386952283,-0.1344980917864546,-0.1986186620578308,-0.3119741196975593,-0.44721076281388716,0.32257225699178216,-0.6396947636341775,0.19589199316090072,-1.4372361701633891,r3020013.trees
0,100001.0,50,366,-0.09118613450736253,-0.3164548784746771,1.0776003068075823,-1.142018691261521,-0.5814331136999137,0.3463333089237246,-0.25626014966763694,0.1466810966810967,-0.5755464955852677,r3020014.trees
0,100001.0,50,397,-0.074206117705812,-0.48292478087723484,0.28949010953636545,-0.8874921040444715,-0.3411854408990384,0.04977454535304059,-0.5976309659484536,0.18442155343149919,-1.3179672278436703,r3020015.trees
0,100001.0,50,406,-0.15794498875061694,-0.37344938023271684,0.10073356779733615,-0.9990997216478346,-1.1120480834429405,0.7819397725100649,-1.0050039834216953,0.21998501781665047,-2.011452623498517,r3020016.trees
0,100001.0,50,516,-0.07565298887802406,-0.045520277863773155,-0.9393050349475308,-0.29447809747183723,-0.6133636530453855,0.5143370167561342,-0.3527341942630109,0.16379842092277325,-0.7402723301634518,r3020017.trees
0,100001.0,50,457,-0.07544052451500653,-0.6709476513976298,1.6351138498935696,-2.0815050098593066,-0.24178520598711184,-0.13484890176724953,-0.7126543800489821,0.200036227508755,-1.4766649437095714,r3020018.trees
0,100001.0,50,451,-0.14486410365700075,-0.8264590122170751,1.6677034185560096,-3.8503683696052224,-0.7364509223295295,0.21850209259721604,-0.8309970805007383,0.1820876999448428,-1.3936435588420182,r3020019.trees
0,100001.0,50,479,-0.04568573787495588,-0.1718856326907726,0.8521063477726959,-0.4874207102936626,-0.2848614577900559,0.16088369398139427,-0.25037698442465545,0.15534915623708048,-0.9979444448855583,r3020020.trees
0,100001.0,50,493,-0.11262860227516687,-0.01213260457966357,0.7645358553628013,-0.891238764217242,-0.9454120163403686,0.8227418551176995,-0.6587303190704251,0.17658163265306123,-1.2342989075727642,r3020021.trees
0,100001.0,50,355,-0.22540493427779243,-0.551511907841839,0.2541037981699097,-2.9580117273224835,-1.572083196371443,1.093250154816717,-1.1220363584731448,0.1870019436345967,-1.4970782623928098,r3020022.trees
0,100001.0,50,395,-0.15621841814553056,-0.16641521745374618,-0.06721665370554931,-0.9806853708868197,-1.218865161197715,0.9824203824777027,-0.3467101217930653,0.1807047380355651,-1.257094366049192,r3020023.trees
0,100001.0,50,362,-0.16020535739663183,-0.7558398280700098,1.003137791497517,-2.8167610429234426,-0.9036940964349278,0.40218556306475034,-1.0105797052541188,0.2143863462544781,-2.1825419811652207,r3020024.trees
