#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3020225.trees ../Simulation/Slim(primary)/trees/r3020226.trees ../Simulation/Slim(primary)/trees/r3020227.trees ../Simulation/Slim(primary)/trees/r3020228.trees ../Simulation/Slim(primary)/trees/r3020229.trees ../Simulation/Slim(primary)/trees/r3020230.trees ../Simulation/Slim(primary)/trees/r3020231.trees ../Simulation/Slim(primary)/trees/r3020232.trees ../Simulation/Slim(primary)/trees/r3020233.trees ../Simulation/Slim(primary)/trees/r3020234.trees ../Simulation/Slim(primary)/trees/r3020235.trees ../Simulation/Slim(primary)/trees/r3020236.trees ../Simulation/Slim(primary)/trees/r3020237.trees ../Simulation/Slim(primary)/trees/r3020238.trees ../Simulation/Slim(primary)/trees/r3020239.trees ../Simulation/Slim(primary)/trees/r3020240.trees ../Simulation/Slim(primary)/trees/r3020241.trees ../Simulation/Slim(primary)/trees/r3020242.trees ../Simulation/Slim(primary)/trees/r3020243.trees ../Simulation/Slim(primary)/trees/r3020244.trees ../Simulation/Slim(primary)/trees/r3020245.trees ../Simulation/Slim(primary)/trees/r3020246.trees ../Simulation/Slim(primary)/trees/r3020247.trees ../Simulation/Slim(primary)/trees/r3020248.trees ../Simulation/Slim(primary)/trees/r3020249.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/981661714.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,ZngE,FayH,FulD,TajD,bsfs,FerL,Colless,btree,Omega,path
0,100001.0,50,387,0.09205281248400193,-0.0018239514998807708,0.30543682689608415,0.07614201526529084,0.1886567294196908,-0.06020008748793441,0.15681917928461708,-0.9385629516283075,-0.3618154295996088,r3020235.trees
0,100001.0,50,303,0.4475374140134793,-0.08155305722383764,0.3733084387621569,-0.14733532940864957,-0.6792602413181656,-0.5974869122115489,0.17627285289115646,-0.955284011957369,-0.8805588626618107,r3020236.trees
0,100001.0,50,533,0.5062954448361678,-0.07794429084333605,-0.06859694504851739,-0.06995976603520951,-0.35077492020318235,-0.61859240339428,0.18336425479282623,-1.242253689300068,-0.39627834220677843,r3020237.trees
0,100001.0,50,392,0.27193069515439633,-0.07113892294838615,0.8261072447534079,-0.24568779182497963,-0.9143934054570424,-0.45492810111272725,0.18563735017816652,-1.3393950375276422,-0.7114499901825392,r3020238.trees
0,100001.0,50,409,1.4442457198521077,-0.22044705553601854,-0.5034625605773416,-0.17969401916947986,-1.4319070466427521,-1.7534951299605188,0.1769972870100421,-1.2460110531397215,-0.8811672657745394,r3020239.trees
0,100001.0,50,442,1.0182793930204186,-0.08620878005935809,-1.3823404292635642,0.36771930311792084,0.11173643746848226,-0.9447452895771447,0.13736403652370038,0.00910893903240425,0.059007511027383254,r3020240.trees
0,100001.0,50,464,0.2558914295502343,-0.0716814038192563,0.538835716552855,-0.2661621672209639,-0.6936594616892144,-0.44879959764257643,0.17984221466364325,-1.0087594105058169,-0.45810142687971783,r3020241.trees
0,100001.0,50,428,0.16545975963704507,-0.03374594967172919,0.20323113335303555,-0.08152880100405083,-0.24703771569214203,-0.2367873306758719,0.15142036714183163,-0.4093656707467006,-0.27545696726641183,r3020242.trees
0,100001.0,50,411,0.2474795484494692,-0.09817474556643314,0.059472666188090245,-0.46324648829445175,-1.1975034648878413,-0.5552215001679677,0.20932716836734694,-1.9429870384329404,-0.3365039765107011,r3020243.trees
0,100001.0,50,334,0.8791652928316361,-0.05493853558996084,-0.4089040502688054,0.4607499629859212,0.21801070527223768,-0.7325948846021627,0.14119025093481102,-0.3463546851658713,0.32530391525954444,r3020244.trees
0,100001.0,50,544,0.08262087349119714,-0.07150739204615283,0.6022613579854993,-0.4330912820053222,-1.1859438084929723,-0.34987361785917687,0.16210971568114427,-0.8376380242333044,-0.4559400612240717,r3020245.trees
0,100001.0,50,424,0.7227522597492115,-0.002198234452086611,-0.9515685045631752,0.6838663740676844,0.7838545583349068,-0.42151342208396836,0.12806712280287838,-0.16110799729705144,0.27457025734261425,r3020246.trees
0,100001.0,50,337,0.2378792982901516,-0.14298816082771268,1.2769569958952252,-0.7911848966327477,-2.909935372817826,-0.7367052342241677,0.19970845481049562,-1.3884919041187493,-0.9757202781098671,r3020247.trees
0,100001.0,50,378,0.30199282404652006,-0.11230517421670062,0.39098780088008045,-0.5108349729873476,-1.1634282915530698,-0.6452851533167671,0.1665198817622287,-1.004419915651217,-0.553228720050021,r3020248.trees
0,100001.0,50,427,0.32155749562225244,-0.06325295840988485,-1.0374342801946663,-0.14174630521276047,-0.3790114951937607,-0.4503369365374906,0.16423575079749414,-0.8619671133966164,-0.47923983748279214,r3020249.trees
