#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3020150.trees ../Simulation/Slim(primary)/trees/r3020151.trees ../Simulation/Slim(primary)/trees/r3020152.trees ../Simulation/Slim(primary)/trees/r3020153.trees ../Simulation/Slim(primary)/trees/r3020154.trees ../Simulation/Slim(primary)/trees/r3020155.trees ../Simulation/Slim(primary)/trees/r3020156.trees ../Simulation/Slim(primary)/trees/r3020157.trees ../Simulation/Slim(primary)/trees/r3020158.trees ../Simulation/Slim(primary)/trees/r3020159.trees ../Simulation/Slim(primary)/trees/r3020160.trees ../Simulation/Slim(primary)/trees/r3020161.trees ../Simulation/Slim(primary)/trees/r3020162.trees ../Simulation/Slim(primary)/trees/r3020163.trees ../Simulation/Slim(primary)/trees/r3020164.trees ../Simulation/Slim(primary)/trees/r3020165.trees ../Simulation/Slim(primary)/trees/r3020166.trees ../Simulation/Slim(primary)/trees/r3020167.trees ../Simulation/Slim(primary)/trees/r3020168.trees ../Simulation/Slim(primary)/trees/r3020169.trees ../Simulation/Slim(primary)/trees/r3020170.trees ../Simulation/Slim(primary)/trees/r3020171.trees ../Simulation/Slim(primary)/trees/r3020172.trees ../Simulation/Slim(primary)/trees/r3020173.trees ../Simulation/Slim(primary)/trees/r3020174.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/526350272.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,FulD,ZngE,FerL,TajD,bsfs,FayH,Colless,Omega,btree,path
0,100001.0,50,336,1.1144534922388316,0.04135484235464076,-0.3054979229889048,-0.43931218031177666,-1.3311726015084495,-0.06707749166543607,0.16134113901971045,-0.7469595755431816,-0.876702608860557,r3020160.trees
0,100001.0,50,458,0.5566481364166458,0.038236141112401735,-0.2242855502307428,-0.30643216800516376,-0.9322733185843812,-0.04793015637303803,0.12821013572893272,-0.0021612235751185447,-0.25747903921346427,r3020161.trees
0,100001.0,50,341,1.874137037731682,0.05494087121917256,-0.4181678987117985,-0.6044793594107206,-2.5607678318541027,-0.09201645601127101,0.18955885384456814,-0.8639012795103774,-1.3615050687164492,r3020162.trees
0,100001.0,50,450,-0.4286354925600573,-0.09646112942109053,-0.15697722682629955,-0.45290756116746655,-0.7184089479677062,-0.050193902141531896,0.17474489795918366,-0.49139757086119057,-0.9705082041126097,r3020163.trees
0,100001.0,50,461,0.2422983759870292,0.6731162619441252,-1.0492305578297716,-0.4774283198951429,-1.3439084385015523,-0.15748852645517783,0.2714234947710428,-0.5294299477217962,-2.5152155557199,r3020164.trees
0,100001.0,50,396,0.6350224901230813,0.22546602104026714,-0.273163450182009,-0.027042985610299608,-0.2260700467538637,-0.03429292765946095,0.19403089104494256,-0.4804429396678593,-1.5570633218247305,r3020165.trees
0,100001.0,50,417,-0.024259354004978202,0.928018019768235,-1.1994182358789092,-0.23889841529522063,-0.8700201131914345,-0.15884340339227912,0.13699402412898862,-0.3897502552678105,-0.5194767327471943,r3020166.trees
0,100001.0,50,434,0.25731994701235944,0.3040481015072895,-0.3317864173709674,0.025515200872616314,0.020473495701118078,-0.03751948704504188,0.15464180022291402,0.2669484701422635,-0.6707823300436592,r3020167.trees
0,100001.0,50,453,0.07574265253715087,0.6407395339406147,-0.8797194735188854,-0.2525628555819187,-1.028862851145494,-0.12176434467215139,0.15730236193856426,-0.46115428141409237,-0.7804266117795134,r3020168.trees
0,100001.0,50,441,1.1752549663243783,0.6768091282732442,-0.8116257913974316,-0.06722366246443084,-0.9759453738820886,-0.10080777715079338,0.15416070886953506,-0.43336309360511227,-0.9321300228176077,r3020169.trees
0,100001.0,50,376,-0.37672339900029095,0.30919000025913995,-0.46359601391932737,-0.18822728222058357,-0.4997194475270742,-0.068196508257243,0.16169346526489384,-0.503944099736747,-0.8369361571078993,r3020170.trees
0,100001.0,50,503,0.41862297705000395,0.5919195069977327,-0.5496561583680565,0.21243993744912587,-0.11789404648477378,-0.050155917609718007,0.15748858228737503,-0.38081935441103726,-1.0127645622998875,r3020171.trees
0,100001.0,50,350,0.8964124568353854,-0.1731922823720924,0.04557456557536015,-0.25855503798444446,-0.4225279749308958,-0.01266195963669395,0.14056776556776557,-0.05778894538324611,-0.6368416015532036,r3020172.trees
0,100001.0,50,427,0.28079504211737993,-0.09463119404863057,0.13570925646320212,0.0471102221878634,0.2587474650702094,0.01936815393170893,0.14052989616899392,-0.024561295553696016,-0.46816771062974993,r3020173.trees
0,100001.0,50,314,1.2337892997899356,0.10707631508590419,-0.7793843900914891,-1.1184978767216094,-4.127825854480094,-0.17114426189013518,0.20167824074074076,-0.9293689858126497,-1.6121722868382793,r3020174.trees
