#/opt/anaconda3/envs/sweep312/bin/bim ../Simulation/Slim(primary)/trees/r3030000.trees ../Simulation/Slim(primary)/trees/r3030001.trees ../Simulation/Slim(primary)/trees/r3030002.trees ../Simulation/Slim(primary)/trees/r3030003.trees ../Simulation/Slim(primary)/trees/r3030004.trees ../Simulation/Slim(primary)/trees/r3030005.trees ../Simulation/Slim(primary)/trees/r3030006.trees ../Simulation/Slim(primary)/trees/r3030007.trees ../Simulation/Slim(primary)/trees/r3030008.trees ../Simulation/Slim(primary)/trees/r3030009.trees ../Simulation/Slim(primary)/trees/r3030010.trees ../Simulation/Slim(primary)/trees/r3030011.trees ../Simulation/Slim(primary)/trees/r3030012.trees ../Simulation/Slim(primary)/trees/r3030013.trees ../Simulation/Slim(primary)/trees/r3030014.trees ../Simulation/Slim(primary)/trees/r3030015.trees ../Simulation/Slim(primary)/trees/r3030016.trees ../Simulation/Slim(primary)/trees/r3030017.trees ../Simulation/Slim(primary)/trees/r3030018.trees ../Simulation/Slim(primary)/trees/r3030019.trees ../Simulation/Slim(primary)/trees/r3030020.trees ../Simulation/Slim(primary)/trees/r3030021.trees ../Simulation/Slim(primary)/trees/r3030022.trees ../Simulation/Slim(primary)/trees/r3030023.trees ../Simulation/Slim(primary)/trees/r3030024.trees 50 --stat=all --eta=../Simulation/Slim(primary)/etas/Fn.json --out=outs/906620970.csv --r2t=0.005 --r2s=0.001 --weights=split
start,end,N,SS,TajD,FerL,FayH,FulD,ZngE,bsfs,btree,Colless,Omega,path
0,100001.0,50,249,-0.9168573990289705,-1.3631729141954634,-0.227620599436264,1.4605987155262972,0.7230634468402027,-4.026117631874864,-1.925842028600684,0.20681818181818182,-1.3640712340798458,r3030010.trees
0,100001.0,50,377,-1.1003997208603182,-1.6297989826181263,-0.2703951967253534,1.617805096678652,0.8606764927571943,-4.418974642908648,-1.992055916559795,0.22225205871822415,-1.2394408279448654,r3030011.trees
0,100001.0,50,334,-1.1860662876239914,-1.3512341932425027,-0.24375435313947835,2.070555045748577,0.5729133600988332,-4.70105305120881,-1.6518149655506025,0.1983484800170068,-0.8464148228333248,r3030012.trees
0,100001.0,50,381,-0.13516794427423287,-1.0537737855298623,-0.13452990096668893,0.3231741089687091,0.8537996977720345,-1.1825112090519019,-2.640438853474576,0.2501417233560091,-0.8116013718774256,r3030013.trees
0,100001.0,50,409,-1.0728802116840108,-1.8521975671749356,-0.294529420592171,0.6913834579010958,1.0695743812841043,-4.45965318176948,-2.2689906286901023,0.22997031182415162,-1.082399070811063,r3030014.trees
0,100001.0,50,482,-0.3597515467217143,-0.7220355224839833,-0.11049399672876183,0.7955726365090368,0.4470530622645614,-1.1719536131315265,-1.1986271711142622,0.17662006999331523,-1.1285527688126635,r3030015.trees
0,100001.0,50,342,-1.016750721655027,-1.8937765022615127,-0.29634811861819044,-0.6925492538730463,1.1353986886259742,-3.655987059332304,-2.0266940624221226,0.23062925170068027,-1.4359283157770968,r3030016.trees
0,100001.0,50,414,-0.6395282808296345,-1.55969145443114,-0.2295442696256621,0.5002386895367757,1.0369284834401244,-2.8997644945651704,-1.5987901072309663,0.18650963379363722,-0.782054124270278,r3030017.trees
0,100001.0,50,280,-1.246492509641379,-2.391638969897678,-0.3730023931337798,0.4096032239656546,1.4538537128626547,-4.636058477721424,-2.048759272945558,0.20630983875031494,-1.4382076211174362,r3030018.trees
0,100001.0,50,349,-0.4618040984381781,-0.4559217712353605,-0.0864974249553159,0.39974026201493623,0.16148299768596977,-1.0111852544005564,-0.9756671753526024,0.16385684708666073,-0.47345850439610304,r3030019.trees
0,100001.0,50,315,-0.564027014411166,-1.7610131818376717,-0.2492668559786115,0.18712053470064177,1.2523137478136621,-1.8997366780355296,-1.0496053050263854,0.16717227431513146,-0.6430494856369908,r3030020.trees
0,100001.0,50,273,-1.4199559356409923,-1.4864219994092975,-0.27717465138952246,1.531616710876279,0.5722477131031404,-4.632304016727785,-2.018645502858216,0.21690214547357403,-0.8504456939007229,r3030021.trees
0,100001.0,50,237,-1.1581210914588487,-0.9453481490122503,-0.19470109561907353,2.383921255712201,0.23398703681487978,-4.2786713548348425,-2.23187786984826,0.2076792255363684,-0.7175305351828007,r3030022.trees
0,100001.0,50,361,-1.06985240600579,-2.0325906450364752,-0.3162937792438169,0.564140701977849,1.2295346824104556,-4.498933819067994,-2.170875088345278,0.21801154672395273,-1.5525803683061028,r3030023.trees
0,100001.0,50,257,-1.1118289336864113,-0.9277567993726124,-0.18902810585818083,0.4523306962817457,0.24173242137473924,-3.509768776062545,-1.254270874722281,0.18112936231403132,-0.961061236766308,r3030024.trees
